smiles,standard_type,value,units,chembl_id,document_chembl_id,data_validity_comment,activity_comment,warning_flag,CuratedSmiles,IsSalt,FailedSanit,Neutralized
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(Cl)c2)cn1,Ki,11.0,nM,CHEMBL521531,CHEMBL1150318,,,False,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(Cl)c2)cn1,False,False,False
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(C#N)c2)cn1,Ki,1.8,nM,CHEMBL442649,CHEMBL1150318,,,False,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(C#N)c2)cn1,False,False,False
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(C(N)=O)c2)cn1,Ki,367.0,nM,CHEMBL460583,CHEMBL1150318,,,False,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(C(N)=O)c2)cn1,False,False,False
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2ccccc2F)cn1,Ki,11.0,nM,CHEMBL495422,CHEMBL1150318,,,False,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2ccccc2F)cn1,False,False,False
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(OC)c2)cn1,Ki,5.9,nM,CHEMBL446344,CHEMBL1150318,,,False,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(OC)c2)cn1,False,False,False
CCOC(=O)N(C)[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(C(F)(F)F)c2)cn1,Ki,3.7,nM,CHEMBL453277,CHEMBL1150318,,,False,CCOC(=O)N(C)[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(C(F)(F)F)c2)cn1,False,False,False
CCCN(C(=O)OCC)[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,Ki,89.0,nM,CHEMBL506808,CHEMBL1150318,,,False,CCCN(C(=O)OCC)[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,False,False,False
CCOC(=O)N(C)[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,Ki,4.1,nM,CHEMBL500551,CHEMBL1150318,,,False,CCOC(=O)N(C)[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,False,False,False
C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](NC(=O)OC(C)(C)C)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(C#N)c4)cn3)[C@H]12,Ki,44.0,nM,CHEMBL455020,CHEMBL1150318,,,False,C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](NC(=O)OC(C)(C)C)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(C#N)c4)cn3)[C@H]12,False,False,False
CCCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,Ki,17.0,nM,CHEMBL494816,CHEMBL1150318,,,False,CCCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,False,False,False
COC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,Ki,6.1,nM,CHEMBL493983,CHEMBL1150318,,,False,COC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,False,False,False
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,Ki,8.1,nM,CHEMBL493982,CHEMBL1150318,,,False,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,False,False,False
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(C(F)(F)F)c2)cn1,Ki,13.0,nM,CHEMBL449425,CHEMBL1150318,,,False,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(C(F)(F)F)c2)cn1,False,False,False
C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](NS(C)(=O)=O)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(C(F)(F)F)c4)cn3)[C@H]12,Ki,10.0,nM,CHEMBL447996,CHEMBL1150318,,,False,C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](NS(C)(=O)=O)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(C(F)(F)F)c4)cn3)[C@H]12,False,False,False
C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](NS(C)(=O)=O)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(F)c4)cn3)[C@H]12,Ki,11.0,nM,CHEMBL493975,CHEMBL1150318,,,False,C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](NS(C)(=O)=O)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(F)c4)cn3)[C@H]12,False,False,False
CCNC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,Ki,4.8,nM,CHEMBL523854,CHEMBL1150318,,,False,CCNC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,False,False,False
CNC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,Ki,4.4,nM,CHEMBL493633,CHEMBL1150318,,,False,CNC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,False,False,False
CC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,Ki,6.2,nM,CHEMBL493632,CHEMBL1150318,,,False,CC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,False,False,False
C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](NC(=O)C4CC4)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(F)c4)cn3)[C@H]12,Ki,6.5,nM,CHEMBL494618,CHEMBL1150318,,,False,C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](NC(=O)C4CC4)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(F)c4)cn3)[C@H]12,False,False,False
CCC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,Ki,6.4,nM,CHEMBL493792,CHEMBL1150318,,,False,CCC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,False,False,False
CC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(C(F)(F)F)c2)cn1,Ki,30.0,nM,CHEMBL447913,CHEMBL1150318,,,False,CC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(C(F)(F)F)c2)cn1,False,False,False
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,Ki,1.1,nM,CHEMBL493982,CHEMBL1150318,,,False,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,False,False,False
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,Ki,13.0,nM,CHEMBL493982,CHEMBL1150318,,,False,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,False,False,False
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,Ki,8.0,nM,CHEMBL493982,CHEMBL1268933,,,False,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,False,False,False
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2ccccc2C#N)cn1,Ki,15.0,nM,CHEMBL1270537,CHEMBL1268933,,,False,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2ccccc2C#N)cn1,False,False,False
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2ccccc2OC)cn1,Ki,12.0,nM,CHEMBL1270636,CHEMBL1268933,,,False,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2ccccc2OC)cn1,False,False,False
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2ccccn2)cn1,Ki,19.0,nM,CHEMBL1270738,CHEMBL1268933,,,False,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2ccccn2)cn1,False,False,False
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccnc2)cn1,Ki,240.0,nM,CHEMBL1270840,CHEMBL1268933,,,False,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccnc2)cn1,False,False,False
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2ccncc2)cn1,Ki,250.0,nM,CHEMBL1270942,CHEMBL1268933,,,False,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2ccncc2)cn1,False,False,False
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cc(C)ccn2)cn1,Ki,42.0,nM,CHEMBL1271045,CHEMBL1268933,,,False,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cc(C)ccn2)cn1,False,False,False
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2ccc(C)cn2)cn1,Ki,144.0,nM,CHEMBL1271149,CHEMBL1268933,,,False,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2ccc(C)cn2)cn1,False,False,False
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cncnc2)cn1,Ki,337.0,nM,CHEMBL1271252,CHEMBL1268933,,,False,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cncnc2)cn1,False,False,False
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2ccc(OC)cn2)cn1,Ki,49.0,nM,CHEMBL1271353,CHEMBL1268933,,,False,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2ccc(OC)cn2)cn1,False,False,False
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2ccoc2)cn1,Ki,61.0,nM,CHEMBL1271461,CHEMBL1268933,,,False,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2ccoc2)cn1,False,False,False
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2nccs2)cn1,Ki,75.0,nM,CHEMBL1269815,CHEMBL1268933,,,False,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2nccs2)cn1,False,False,False
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,Ki,8.5,nM,CHEMBL493982,CHEMBL3108665,,,False,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,False,False,False
C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](C(=O)N4CC[C@H](O)C4)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(C(F)(F)F)c4)cn3)[C@H]12,Ki,384.0,nM,CHEMBL3109577,CHEMBL3108665,,,False,C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](C(=O)N4CC[C@H](O)C4)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(C(F)(F)F)c4)cn3)[C@H]12,False,False,False
C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](C(=O)N4CC[C@@H](O)C4)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(C(F)(F)F)c4)cn3)[C@H]12,Ki,180.0,nM,CHEMBL3109576,CHEMBL3108665,,,False,C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](C(=O)N4CC[C@@H](O)C4)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(C(F)(F)F)c4)cn3)[C@H]12,False,False,False
C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](C(=O)Nc4cccnc4)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(C(F)(F)F)c4)cn3)[C@H]12,Ki,239.0,nM,CHEMBL3109575,CHEMBL3108665,,,False,C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](C(=O)Nc4cccnc4)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(C(F)(F)F)c4)cn3)[C@H]12,False,False,False
C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](C(=O)Nc4ccncc4)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(C(F)(F)F)c4)cn3)[C@H]12,Ki,140.0,nM,CHEMBL3109574,CHEMBL3108665,,,False,C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](C(=O)Nc4ccncc4)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(C(F)(F)F)c4)cn3)[C@H]12,False,False,False
C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](C(=O)NCCO)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(C(F)(F)F)c4)cn3)[C@H]12,Ki,98.0,nM,CHEMBL3109573,CHEMBL3108665,,,False,C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](C(=O)NCCO)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(C(F)(F)F)c4)cn3)[C@H]12,False,False,False
CC(C)NC(=O)[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(C(F)(F)F)c2)cn1,Ki,31.0,nM,CHEMBL3109572,CHEMBL3108665,,,False,CC(C)NC(=O)[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(C(F)(F)F)c2)cn1,False,False,False
CCNC(=O)[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(C(F)(F)F)c2)cn1,Ki,35.0,nM,CHEMBL3109571,CHEMBL3108665,,,False,CCNC(=O)[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(C(F)(F)F)c2)cn1,False,False,False
CNC(=O)[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(C(F)(F)F)c2)cn1,Ki,25.0,nM,CHEMBL3109591,CHEMBL3108665,,,False,CNC(=O)[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(C(F)(F)F)c2)cn1,False,False,False
CCNC(=O)NC[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,Ki,12.9,nM,CHEMBL3109590,CHEMBL3108665,,,False,CCNC(=O)NC[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,False,False,False
CCS(=O)(=O)NC[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,Ki,14.5,nM,CHEMBL3109589,CHEMBL3108665,,,False,CCS(=O)(=O)NC[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,False,False,False
C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](CNS(C)(=O)=O)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(F)c4)cn3)[C@H]12,Ki,15.0,nM,CHEMBL3109588,CHEMBL3108665,,,False,C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](CNS(C)(=O)=O)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(F)c4)cn3)[C@H]12,False,False,False
C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](CNC(=O)C4CCNCC4)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(F)c4)cn3)[C@H]12,Ki,13.5,nM,CHEMBL3109587,CHEMBL3108665,,,False,C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](CNC(=O)C4CCNCC4)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(F)c4)cn3)[C@H]12,False,False,False
C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](CNC(=O)[C@@H]4CCCN4)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(F)c4)cn3)[C@H]12,Ki,24.0,nM,CHEMBL3109586,CHEMBL3108665,,,False,C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](CNC(=O)[C@@H]4CCCN4)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(F)c4)cn3)[C@H]12,False,False,False
C[C@H](N)C(=O)NC[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,Ki,32.0,nM,CHEMBL3109585,CHEMBL3108665,,,False,C[C@H](N)C(=O)NC[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,False,False,False
CCC(=O)NC[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,Ki,12.5,nM,CHEMBL3109584,CHEMBL3108665,,,False,CCC(=O)NC[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,False,False,False
